N,P,K,temperature,humidity,ph,rainfall,Total_Nutrients,Temperature_Humidity,Log_Rainfall,Label
0.8428571428571429,0.05,0.21000000000000002,0.5552511908641569,0.9089234873742152,0.389714801500296,0.030886208291695028,0.435967302452316,0.6118629398473739,3.399451508,raspberries
0.5785714285714285,0.14285714285714285,0.22,0.6103682051347569,0.9214822361157934,0.3999582539563409,0.021228527304134534,0.37602179836512256,0.6663501749790195,3.305509569,raspberries
0.35714285714285715,0.35714285714285715,0.055,0.5797863799663203,0.5958359258541908,0.6345324843457257,0.15070542816168084,0.2833787465940054,0.42909381940989977,4.147291556,beans
0.03571428571428571,0.4928571428571429,0.07999999999999999,0.21519133825132147,0.08282292784279296,0.32440180703855825,0.1676385174891346,0.22615803814713895,0.025475742975095778,4.219074267,spinach
0.049999999999999996,0.48571428571428577,0.1,0.5422896516832237,0.5701344567218517,0.5888038295979058,0.08936928218379897,0.23978201634877386,0.3909573137149368,3.833161832,peas
0.12142857142857143,0.2714285714285714,0.08499999999999999,0.6159508280850174,0.3691229667577569,0.3098497496350958,0.07443153297731325,0.1771117166212534,0.29694968473489025,3.738980461,brussels_sprouts
0.6285714285714286,0.2142857142857143,0.15000000000000002,0.5433689078535112,0.5156020917785292,0.5103108292387378,0.3509507395833886,0.3841961852861035,0.357714025387363,4.778610751,tomatoes
0.6785714285714286,0.05,0.23,0.49132683116773834,0.8155801570392157,0.49427950468278825,0.08581678956104183,0.3841961852861035,0.5042851128933881,3.811554264,plums
0.2714285714285714,0.22142857142857142,0.07999999999999999,0.5570148171366957,0.8238844237584413,0.47475994667701393,0.056683620263795226,0.2125340599455041,0.5596314013333369,3.614167472,cabbage
0.12142857142857143,0.38571428571428573,0.060000000000000005,0.2781912387961136,0.10697444230803099,0.3397006001634889,0.405047296902888,0.2070844686648501,0.04768985371543856,4.897691322,spinach
0.40714285714285714,0.39285714285714285,0.39499999999999996,0.29811004430470633,0.03504049437302248,0.4794989013183496,0.19828311124163436,0.5013623978201635,0.020956976876055272,4.337173239,lettuce
0.4357142857142857,0.2571428571428572,0.060000000000000005,0.47326282857185753,0.5949781741102249,0.39145465905783783,0.20257580477520573,0.2779291553133515,0.36554253029220096,4.352656525,barley
0.5285714285714286,0.3142857142857143,0.165,0.4202422629815501,0.6671757591035107,0.6199702523858844,0.5184004972412,0.39237057220708443,0.37211234232837176,5.108953293,rapeseed
0.17142857142857143,0.11428571428571428,0.185,0.3479609636861126,0.851223186509705,0.5437522566789402,0.32039416567848455,0.1907356948228883,0.4116578385758363,4.704499491,turnips
0.16428571428571428,0.0,0.195,0.3591322798304606,0.9332877634330602,0.5693126056695533,0.3136436959315678,0.14986376021798364,0.4596996279892243,4.687359024,turnips
0.2857142857142857,0.08571428571428572,0.049999999999999996,0.3632997739979741,0.8946316484375906,0.6796741277596144,0.31191780134142133,0.14986376021798364,0.4446636452454777,4.682929145,blackcurrants
0.20714285714285713,0.8785714285714286,0.965,0.39491030100721947,0.9151458312828048,0.3389531137961136,0.3637500141657639,0.9209809264305177,0.4810870173364891,4.808092525,pears
0.22142857142857142,0.25,0.08499999999999999,0.5970238852769443,0.8387701518892129,0.44501165423672984,0.11866868254440441,0.2070844686648501,0.6002688062075859,3.99553421,cabbage
0.14285714285714285,0.17142857142857143,0.025,0.58731385387052,0.9217255588708709,0.6008733024146514,0.2892718481342226,0.11444141689373297,0.647028909040973,4.622908793,blackcurrants
0.05714285714285714,0.32142857142857145,0.07999999999999999,0.5744060306043922,0.8732316402097741,0.42216344221420476,0.10839779164332394,0.16893732970027248,0.6048391136495426,3.941564961,cabbage
0.19285714285714284,0.03571428571428571,0.14,0.5506859031303218,0.97086259119141,0.4606593636645372,0.4808704788710141,0.1444141689373297,0.6468616559097835,5.043825824,apples
0.0,0.42857142857142855,0.095,0.5705405351280209,0.5621321270267651,0.6750656707894592,0.11791498467191497,0.19618528610354224,0.40198096597785915,3.991671363,peas
0.07857142857142857,0.4928571428571429,0.060000000000000005,0.36367405146059384,0.6493610361781733,0.4868381784840822,0.0945011566249706,0.23160762942779292,0.3269123490760989,3.8635738,peas
0.3071428571428571,0.45,0.07500000000000001,0.6019325588842218,0.6056406149261903,0.6214439330245424,0.17651639852506074,0.3106267029972752,0.448739112302277,4.254746447,beans
0.7357142857142857,0.47857142857142854,0.23,0.5018149153805523,0.7880609787736027,0.4035461225576683,0.3025489820994659,0.5694822888283378,0.4960854768454836,4.658533551,carrots
0.7357142857142857,0.2,0.14,0.5189495531465842,0.4227930885575557,0.5643921323475133,0.3828466558182555,0.4141689373297002,0.28891158788682253,4.850524431,tomatoes
0.6357142857142857,0.5714285714285714,0.25,0.5176387880054123,0.7259051799177415,0.430963692188145,0.25670084532630655,0.5776566757493188,0.47046447674660324,4.529730712,carrots
0.5785714285714285,0.09285714285714285,0.225,0.5215696766684843,0.8628954678068875,0.4550297905666171,0.13824854464349207,0.35967302452316074,0.5559303266183264,4.090987108,plums
0.15714285714285714,0.35714285714285715,0.055,0.4341535539967216,0.627294045667079,0.468516710418836,0.1056647085510038,0.2070844686648501,0.35973890992946816,3.926699201,peas
0.02857142857142857,0.05714285714285715,0.0049999999999999975,0.1974231823076127,0.9332482721999321,0.6313684769336517,0.29172070011501805,0.01634877384196185,0.32156049409873155,4.629575639,blackcurrants
0.35714285714285715,0.42142857142857143,0.1,0.5805458678856618,0.5729359432236889,0.5025155247090977,0.17945125391494474,0.332425068119891,0.41466289626393416,4.266264536,beans
0.15,0.24285714285714288,0.07500000000000001,0.5603492521341045,0.7916265521724284,0.5540031493514249,0.09493855252876085,0.17166212534059946,0.5417408578107163,3.866123577,cabbage
0.65,0.11428571428571428,0.10500000000000001,0.507829065432461,0.5028550010224577,0.5846355430644662,0.6160761000350533,0.329700272479564,0.3313251493982962,5.260900719,tomatoes
0.014285714285714285,0.22142857142857142,0.13,0.6403393022248078,0.4164712714991633,0.34622531492069775,0.2568506080046501,0.14168937329700274,0.34005989643153905,4.530179643,beets
0.07142857142857142,0.4642857142857143,0.07,0.46476781006931966,0.638362060026427,0.5863678181008104,0.07643020320865046,0.22343324250681199,0.38480831248496206,3.75210787,peas
0.05714285714285714,0.8714285714285714,0.955,0.5279553565043156,0.8038942530432394,0.36205850620891855,0.18197494801419553,0.8555858310626703,0.5251064316823688,4.276063994,cherries
0.6785714285714286,0.4928571428571429,0.225,0.4952799341735079,0.7724046250743969,0.388427661980686,0.32276876012911015,0.550408719346049,0.48210413522767964,4.710459769,carrots
0.42142857142857143,0.4142857142857143,0.065,0.66218206756962,0.535144008405914,0.4701336570347502,0.1666330390893233,0.33514986376021794,0.43458803354384395,4.214952752,beans
0.7714285714285714,0.2142857142857143,0.1,0.4395983863568408,0.5465377321739598,0.5395359194555472,0.5077217884312395,0.41144414168937327,0.31946110872288536,5.090849738,tomatoes
0.06428571428571428,0.07857142857142857,0.17,0.2780445948968969,0.8966144782727304,0.40381424607471095,0.3050745437593979,0.12806539509536785,0.3752247188964127,4.665168707,turnips
0.8071428571428572,0.17857142857142855,0.225,0.4992983645237883,0.8134050875571992,0.4312909208095239,0.08458119974706829,0.47956403269754766,0.5090891025180408,3.803928166,plums
0.08571428571428572,0.37857142857142856,0.09,0.37475883762503803,0.5732010396193632,0.5072918579628832,0.1081601599220286,0.2070844686648501,0.2966207820151258,3.940281173,peas
0.7785714285714286,0.18571428571428572,0.11000000000000001,0.412857917525727,0.42168031847832776,0.5398284060770516,0.5184010374476752,0.4087193460490463,0.23978421617266943,5.108954201,tomatoes
0.09999999999999999,0.5,0.095,0.4560196289270013,0.5025837689937632,0.4560229579152747,0.35246726100542247,0.2615803814713896,0.30424424982633574,4.78214963,cauliflower
0.8642857142857142,0.22142857142857142,0.095,0.43040774743920196,0.7866308142425387,0.5988330055349994,0.28416217330191684,0.4468664850136239,0.4423852894995441,4.608853233,potatoes
0.6071428571428571,0.2357142857142857,0.18000000000000002,0.3701503762681664,0.7994314536987555,0.4268591505487761,0.9217865860064579,0.40054495912806537,0.40400639352742407,5.626380221,wheat
0.15714285714285714,0.028571428571428567,0.195,0.4610891033744695,0.8704518655220893,0.34819578411824537,0.33028353464151483,0.15803814713896458,0.511786390621809,4.729091249,turnips
0.7357142857142857,0.2642857142857143,0.060000000000000005,0.4486848678610851,0.8207429762691838,0.47026615492165436,0.2183089147930423,0.3950953678474114,0.4745870180294807,4.407438779,potatoes
0.014285714285714285,0.5214285714285715,0.09,0.36235964150463185,0.6087140803901635,0.5938629119623159,0.09015246400060398,0.23433242506811988,0.30655582338340176,3.837863266,peas
0.22142857142857142,0.5,0.065,0.19265998716378663,0.08375461864829614,0.36064109221682816,0.24646632553454492,0.29155313351498635,0.021439867443756574,4.498564017,spinach
0.22142857142857142,0.37857142857142856,0.049999999999999996,0.5654073004961813,0.5358669912161491,0.414203648035957,0.08993323256784025,0.23705722070844684,0.38231791232599877,3.836549448,peas
0.09999999999999999,0.11428571428571428,0.15000000000000002,0.6003919836166846,0.9058602230402751,0.4069013914607372,0.6256253320551106,0.1444141689373297,0.6475282635370311,5.274588179,apples
0.37142857142857144,0.36428571428571427,0.39999999999999997,0.32755966922094515,0.0021492647572391443,0.5154019445132151,0.24572444225100823,0.47956403269754766,0.010654074657364607,4.496266584,lettuce
0.16428571428571428,0.12857142857142856,0.11000000000000001,0.751194331966329,0.43359163492498953,0.257293280192169,0.2767661535802134,0.15258855585831063,0.40363890600120866,4.588152003,beets
0.19999999999999998,0.37857142857142856,0.1,0.5411296976427721,0.5574891630899739,0.5223404027940283,0.06276475717611077,0.25613079019073565,0.38246391352244485,3.658709889,peas
0.5428571428571428,0.25,0.19,0.47370933752720157,0.8032666059104807,0.24311378397006111,0.7589660180421498,0.38692098092643046,0.4838682544986656,5.448392537,wheat
0.8285714285714285,0.5428571428571428,0.25,0.5104207921170549,0.8100601614233405,0.3748775073805868,0.268891942115586,0.6403269754768391,0.5155623194145226,4.565630917,carrots
0.19999999999999998,0.12857142857142856,0.11500000000000002,0.6146974233833874,0.4180899954871595,0.33754568030846,0.2723598741903084,0.16893732970027248,0.32954648036595663,4.575612127,beets
0.03571428571428571,0.9928571428571428,0.9999999999999999,0.365354470028305,0.9141986261226142,0.4168638261547323,0.2965185227046778,0.9182561307901906,0.4558009897609913,4.642509956,pears
0.47857142857142854,0.2714285714285714,0.17,0.49941576317862724,0.824870127545692,0.38803603881985815,0.5984483071226462,0.35967302452316074,0.5159059774289579,5.235130877,wheat
0.03571428571428571,0.07142857142857142,0.165,0.2737137410354541,0.8621843673393609,0.34274344980361215,0.3154764859460286,0.111716621253406,0.35748205712124226,4.692041886,turnips
0.19285714285714284,0.9571428571428571,0.9999999999999999,0.3961656595105706,0.9233155696081646,0.3525316906932323,0.30638321408642366,0.9645776566757492,0.4862802584155816,4.668589606,pears
0.7642857142857142,0.4714285714285714,0.25,0.5973512207388612,0.8131869528956055,0.40176703346439113,0.3483974536783563,0.5885558583106266,0.5835662681251351,4.77262409,carrots
0.007142857142857143,0.5071428571428571,0.07,0.44551833160795207,0.3783011831661356,0.4923970783321975,0.5645833397243081,0.21525885558583105,0.23106375712177246,5.183679502,cauliflower
0.14285714285714285,0.10714285714285714,0.025,0.08819501793912299,0.9265323313890613,0.540320637922259,0.30822749158078977,0.08991825613079019,0.22647010325018047,4.673390817,blackcurrants
0.2357142857142857,0.95,0.965,0.39066057110482566,0.8916108218917996,0.42270381141031343,0.36822466920120744,0.9591280653950952,0.4656951510255531,4.818197738,pears
0.42142857142857143,0.45714285714285713,0.375,0.29741242280913094,0.042106252123140536,0.7255446235667334,0.1763985617976408,0.5204359673024522,0.023885243058962585,4.254281205,lettuce
0.17142857142857143,0.15714285714285714,0.14500000000000002,0.5816433843866127,0.9432051448486157,0.41974015148435617,0.448487544919268,0.18528610354223432,0.6562122496231708,4.984005937,apples
0.19285714285714284,0.42142857142857143,0.07999999999999999,0.6966061734765201,0.6348989676922554,0.6286659333013059,0.19173967202975697,0.25885558583106266,0.5271600241299909,4.31310066,beans
0.04285714285714286,0.47857142857142854,0.049999999999999996,0.41097259835332534,0.6118593717344628,0.6483632023613594,0.12275285846456563,0.2070844686648501,0.33745210047781826,4.016210781,peas
0.6285714285714286,0.35714285714285715,0.2,0.4585683391976638,0.7717292331114786,0.6577446715694483,0.8392991152071148,0.4659400544959128,0.4549596117923142,5.540165994,wheat
0.7071428571428571,0.2357142857142857,0.07999999999999999,0.4077468888250275,0.6688826257871088,0.4429788988857767,0.17036199400554625,0.3841961852861035,0.36490226509750917,4.230153382,barley
0.9071428571428571,0.2285714285714286,0.065,0.46556408810987515,0.7237481040308367,0.5503065684877787,0.2573797399593819,0.44959128065395093,0.4331641586469801,4.531764164,potatoes
0.15,0.47857142857142854,0.060000000000000005,0.6582876781039012,0.6100893202910581,0.6343897822880898,0.14872259400044271,0.2534059945504087,0.4856918257272444,4.138538696,beans
0.65,0.32142857142857145,0.17500000000000002,0.3480382287707412,0.8151309039293788,0.4601115408475974,0.7547936459340235,0.4468664850136239,0.39478443791328754,5.443387899,wheat
0.25,0.9642857142857143,0.96,0.2305897441565345,0.799012059845264,0.40459225922852393,0.16689158715936236,0.9673024523160761,0.29915205859817867,4.216014179,cherries
0.8571428571428571,0.014285714285714284,0.21000000000000002,0.4473251660199178,0.8023303932588123,0.48995595041015483,0.12374307225504239,0.42779291553133514,0.4634852594263638,4.021160104,plums
0.24285714285714285,0.04285714285714286,0.025,0.6649427186283717,0.9371660906841218,0.6003614900270694,0.34109585859579994,0.10354223433242507,0.7236846783992301,4.755303637,blackcurrants
0.9071428571428571,0.34285714285714286,0.095,0.3883643578007029,0.7223251111340256,0.4079821784828389,0.17999293006106318,0.5095367847411444,0.3790766253664862,4.268375963,potatoes
0.6285714285714286,0.17142857142857143,0.23,0.4609875654360367,0.8712587636156209,0.4029555799459815,0.10106311794158004,0.41144414168937327,0.5121540079862068,3.901159941,plums
0.05714285714285714,0.39285714285714285,0.065,0.6494483641195187,0.37049954315973554,0.04645164911036692,0.11782585229390005,0.1880108991825613,0.3118503695216792,3.991213554,brussels_sprouts
0.6285714285714286,0.08571428571428572,0.23500000000000001,0.6113892309944573,0.8923399513004996,0.4888796739656912,0.01804862393491219,0.38147138964577654,0.6475778685563472,3.272541095,raspberries
0.6642857142857143,0.15000000000000002,0.11000000000000001,0.4573213478733875,0.49239812951814677,0.5888280469685797,0.4220386222866588,0.3514986376021798,0.29927687383029394,4.932345084,tomatoes
0.5928571428571429,0.2357142857142857,0.15000000000000002,0.4896846695228003,0.45061715681828063,0.5733886176209079,0.41854312133913785,0.3787465940054496,0.29163597484883336,4.925313465,tomatoes
0.7071428571428571,0.0,0.21000000000000002,0.4439304770072593,0.8234221550155031,0.4892108165134349,0.11089946394867645,0.36512261580381467,0.4723982887398927,3.954980995,plums
0.6142857142857142,0.24285714285714288,0.19,0.5023756686567512,0.6646794080361048,0.45538258151787503,0.6212761038278926,0.41144414168937327,0.42381887620888153,5.268377405,rapeseed
0.17857142857142858,0.9857142857142857,0.975,0.4344624072368948,0.9162722984858672,0.3918204041062683,0.28865887275375357,0.9564032697547683,0.5149175708600785,4.621233028,pears
0.5928571428571429,0.2857142857142857,0.07999999999999999,0.29027907039141476,0.5190246080004526,0.34380994680950694,0.21361273931678518,0.35967302452316074,0.2251025237186578,4.391398699,barley
0.6285714285714286,0.33571428571428574,0.17,0.4380740277015992,0.8610566937040552,0.5252339714701427,0.4830239371755125,0.44141689373297,0.4881859362619623,5.047679754,rapeseed
0.65,0.22142857142857142,0.2,0.4529994877070106,0.7955346979677048,0.38034855048457183,0.8905716752021244,0.42234332425068116,0.4640122074273438,5.594622881,wheat
0.42857142857142855,0.2714285714285714,0.195,0.35368487440397145,0.8013427827673443,0.6087839299094461,1.0,0.35422343324250677,0.3925594548594366,5.701786641,wheat
0.0,0.11428571428571428,0.135,0.7852589441576285,0.466633365038323,0.45508455576550555,0.2583683342094073,0.09809264305177112,0.4462381019457618,4.534717865,beets
0.15714285714285714,0.04285714285714286,0.12,0.5571389528688171,0.94207480322725,0.38114274414134564,0.7108482771696574,0.1226158038147139,0.634378852451728,5.389097169,apples
0.12142857142857143,0.04285714285714286,0.135,0.5776262395543293,0.9231822639780557,0.328926534102557,0.4905918943320502,0.11716621253405995,0.6397844299483457,5.061107106,apples
0.2714285714285714,0.39285714285714285,0.355,0.28497388525516854,0.04141770430941119,0.8351772915490493,0.20704788990961878,0.42779291553133514,0.0215820372047984,4.368535878,lettuce
0.2642857142857143,0.4642857142857143,0.1,0.31632369923677695,0.12408256794741995,0.3598922328345452,0.22911490840500373,0.31335149863760214,0.06339080528676523,4.44339852,spinach
0.34285714285714286,0.4,0.07999999999999999,0.6224346876175466,0.5533456453037271,0.48596538132145983,0.1628121311763893,0.3079019073569482,0.4253499595969504,4.199133844,beans
0.1357142857142857,0.13571428571428573,0.049999999999999996,0.3383148783884812,0.92700950473796,0.565280736716388,0.32901229932845133,0.111716621253406,0.43901992927793515,4.725963753,blackcurrants
0.2714285714285714,0.40714285714285714,0.1,0.6938683328208188,0.624348004038578,0.6146647638002821,0.15471712337061327,0.2942779291553133,0.5176712032156292,4.164769543,beans
0.6785714285714286,0.2357142857142857,0.08499999999999999,0.31974705657700464,0.5481201355755472,0.34605349852538037,0.28919717411996604,0.37602179836512256,0.25380249754189504,4.622704798,barley
0.08571428571428572,0.4714285714285714,0.07,0.4665549040065925,0.5419220198174006,0.5661339547394207,0.07853995237142508,0.23160762942779292,0.3317973527328761,3.7657804,peas
0.15714285714285714,0.4642857142857143,0.07,0.2730009285574654,0.07953905497290381,0.3125421953966493,0.17655438180183966,0.25613079019073565,0.035314460208035026,4.254896366,spinach
0.08571428571428572,0.4357142857142857,0.07500000000000001,0.5391713992192082,0.5734673363812899,0.5962947958421124,0.08657605044528571,0.22070844686648503,0.39123207391258497,3.81621176,peas
0.21428571428571427,0.4,0.065,0.5314780349025495,0.6155651204979555,0.4126336520147278,0.11562330357116446,0.2506811989100817,0.4125618994753408,3.979833549,peas
0.6928571428571428,0.32142857142857145,0.18000000000000002,0.4554873374601375,0.7732615441444746,0.5549660611187691,0.8628319928565099,0.4659400544959128,0.45356145247767127,5.565529104,wheat
0.22142857142857142,0.9928571428571428,0.985,0.06367778113059391,0.7733850406008779,0.36787203072868035,0.1722029350595606,0.9809264305177111,0.1676286190606759,4.23757341,cherries
0.5,0.2642857142857143,0.19,0.4160087943597216,0.7280263302075602,0.4672737302632418,0.49187379818351185,0.37602179836512256,0.4011352384300671,5.063363758,rapeseed
0.21428571428571427,0.05714285714285715,0.1,0.5315375208556025,0.9009262569609547,0.45244189593910533,0.5199153239542385,0.13896457765667575,0.5871642915362547,5.111495031,apples
0.41428571428571426,0.32857142857142857,0.21000000000000002,0.9661417540547355,0.9034408337642735,0.5061040379681226,0.6367491033849119,0.3787465940054496,0.9498474238939235,5.290299817,strawberries
0.45,0.2714285714285714,0.060000000000000005,0.3034897001482385,0.5974122307186248,0.5138999628405182,0.18328004179311783,0.2888283378746594,0.26620227789279133,4.281094227,barley
0.5714285714285714,0.2857142857142857,0.185,0.4152691582956938,0.7085468945683978,0.603196349184253,0.47310699106754706,0.4087193460490463,0.3904643767470223,5.029807315,rapeseed
0.19285714285714284,0.4,0.049999999999999996,0.476838256716023,0.6164213864241413,0.5373680974063954,0.10063018169040669,0.23433242506811988,0.37986343791904775,3.898723191,peas
0.2642857142857143,0.48571428571428577,0.07999999999999999,0.5997548632621111,0.5740188086682944,0.3194952650873282,0.6084008173031065,0.3106267029972752,0.42641336059492874,5.249761855,cauliflower
0.8428571428571429,0.5928571428571429,0.23,0.48217330085027554,0.7609806408780386,0.4195118274751596,0.28881231297219667,0.6539509536784741,0.4659965088640065,4.62165277,carrots
0.3,0.4928571428571429,0.39,0.30260087032291993,0.0002610626284594575,0.6288925923604237,0.16335818231160645,0.49591280653950953,0.006568471496360737,4.201409929,lettuce
0.7357142857142857,0.08571428571428572,0.23,0.4723877435212058,0.767209873652388,0.4207551163993465,0.08576608039360115,0.4196185286103542,0.4624722853181405,3.811242427,plums
0.12142857142857143,0.37857142857142856,0.07500000000000001,0.5580851730092083,0.8359193647472348,0.4549659976661219,0.0678973323032045,0.2125340599455041,0.5680651059245211,3.694819536,cabbage
0.24285714285714285,0.4,0.22,0.5599208291871505,0.9222992973102621,0.46639033303275246,0.35052343482287307,0.34604904632152583,0.6242405722749351,4.777611348,strawberries
0.21428571428571427,0.16428571428571426,0.125,0.668305160050807,0.4425289140291647,0.24224680774224905,0.2809205844674145,0.19346049046321526,0.37142896665179376,4.599832832,beets
0.14285714285714285,0.45714285714285713,0.049999999999999996,0.4239695185745993,0.09932499217761326,0.37777503222248476,0.313095735946919,0.23705722070844684,0.07459741989194409,4.685954692,spinach
0.07142857142857142,0.2785714285714286,0.095,0.6429589816744938,0.3355364783593294,0.7051345992286283,0.1363679508517024,0.16621253405994552,0.28473003409866254,4.082204617,brussels_sprouts
0.5785714285714285,0.36428571428571427,0.155,0.4226193403566072,0.6806401966644605,0.5591161884428962,0.5554114879634153,0.4250681198910081,0.3807489180284426,5.169276682,rapeseed
0.15714285714285714,0.15000000000000002,0.165,0.4088262903122185,0.8267371706820559,0.5420410047156744,0.3232742743430641,0.1880108991825613,0.4471215238308501,4.711724046,turnips
0.8142857142857143,0.5285714285714286,0.23,0.5042414675052179,0.794251141667876,0.43685735314616714,0.3298424197290455,0.6185286103542234,0.5015399068781856,4.728007125,carrots
0.95,0.32142857142857145,0.1,0.4900783762324933,0.7808635872737576,0.6326639298255096,0.28618353990189593,0.5204359673024522,0.4832134739733935,4.614437196,potatoes
0.22142857142857142,0.37857142857142856,0.049999999999999996,0.5303513001322148,0.8248543286727059,0.5628545917864042,0.11209163080088119,0.23705722070844684,0.5397148925102982,3.961311602,cabbage
0.6857142857142857,0.35,0.08499999999999999,0.48950309880733645,0.5491642318732348,0.5377271226464803,0.22603469542925833,0.42234332425068116,0.3486162410710356,4.433279396,barley
0.5,0.35,0.20500000000000002,0.8964346210128058,0.8966486983931782,0.531334183653566,0.36830016467457816,0.4168937329700272,0.8858423947465972,4.818367358,strawberries
0.02857142857142857,0.38571428571428573,0.1,0.5470260902434152,0.7895662295383837,0.4234431323213391,0.12322757673739923,0.19346049046321526,0.5305416753638831,4.018586593,cabbage
0.6428571428571428,0.30714285714285716,0.2,0.44201522661348014,0.6655720419100889,0.4674034021615784,0.4793487621876392,0.4523160762942779,0.3853396676248989,5.041093505,rapeseed
0.75,0.36428571428571427,0.049999999999999996,0.4972136015269484,0.7899903458823511,0.5863504502181737,0.19343016802610327,0.43324250681198906,0.4938031223989245,4.319375537,potatoes
0.7071428571428571,0.17142857142857143,0.25,0.5907846300597328,0.9006173109177772,0.4910605981837787,0.022019675907645378,0.4523160762942779,0.6360781674883011,3.313545893,raspberries
0.3,0.40714285714285714,0.35,0.27130021493238743,0.05419997221262948,0.5455534580300131,0.22115363935804336,0.44141689373297,0.024611002780680458,4.417031446,lettuce
0.5071428571428571,0.36428571428571427,0.16,0.4166038908641241,0.839334317261924,0.46464949430494806,0.5601447177555294,0.40054495912806537,0.45970260611968233,5.176735307,rapeseed
0.47857142857142854,0.39285714285714285,0.1,0.4668689033795054,0.6127611243090868,0.3491143497952871,0.31957858517614135,0.3678474114441417,0.37174658921949755,4.702444144,barley
0.2857142857142857,0.0,0.135,0.5001811684834958,0.9617579677331333,0.38510586524522294,0.44300333893141575,0.16348773841961853,0.5969006139891818,4.973511128,apples
0.03571428571428571,0.45,0.07500000000000001,0.28727504368481727,0.5491334122072339,0.23233775369822374,0.42983097265313175,0.2070844686648501,0.2362091814791074,4.947844607,cauliflower
0.42857142857142855,0.30714285714285716,0.17,0.44831916322561327,0.7704066801900776,0.5504988254886175,0.7578943030633853,0.35422343324250677,0.44676785329503094,5.447109435,wheat
0.8285714285714285,0.4714285714285714,0.21000000000000002,0.5437667423174043,0.7909800937023396,0.4559646262131375,0.2552952272865885,0.5912806539509536,0.5289998947814234,4.525507361,carrots
0.5,0.42857142857142855,0.23500000000000001,0.6263549127464035,0.9200306661031113,0.4789925488822052,0.19994450989016319,0.4632152588555858,0.6788638644175284,4.343194196,strawberries
0.07857142857142857,0.47857142857142854,0.08499999999999999,0.5961091142089412,0.35655084262316306,0.5193952301732377,0.5468301854614507,0.23978201634877386,0.2803755592432678,5.155610753,cauliflower
0.18571428571428572,0.33571428571428574,0.09,0.613831352041507,0.41232181989074357,0.2215599654248942,0.11713807327839307,0.22888283378746596,0.3252559773613226,3.987673862,brussels_sprouts
0.22142857142857142,0.39285714285714285,0.095,0.4808820435607296,0.6019179306163622,0.6564927899629086,0.11351011676024694,0.26702997275204354,0.3740205220566544,3.968792161,peas
0.15714285714285714,0.08571428571428572,0.0,0.4436722877368633,0.8919978363030842,0.5354210394456694,0.2966302548112014,0.07356948228882834,0.5094697102714503,4.642809187,blackcurrants
0.19285714285714284,0.38571428571428573,0.08499999999999999,0.37666378502135067,0.10438021717931473,0.3559573789419985,0.39454781184133114,0.2479564032697548,0.06732009681176128,4.875661409,spinach
0.007142857142857143,0.17857142857142855,0.025,0.08915038202239672,0.8992667801304021,0.5893258248027128,0.29929717289653135,0.0653950953678474,0.2199712264915073,4.649925046,blackcurrants
0.06428571428571428,0.9857142857142857,0.96,0.43289517197360505,0.9171727292577699,0.3210221345061238,0.3499483127387435,0.9046321525885558,0.5140814516006242,4.776264643,pears
0.6571428571428571,0.2142857142857143,0.17500000000000002,0.38732738855929216,0.7707684974088922,0.44374536509176277,0.646407281959462,0.4087193460490463,0.4025688674861014,5.303744009,wheat
